,Sentence #,scenario,intent
3239,3239,datetime,query
3240,3240,music,query
3241,3241,music,query
3242,3242,music,likeness
3243,3243,play,music
3244,3244,play,music
3245,3245,play,music
3246,3246,play,music
3247,3247,play,music
3248,3248,play,music
3249,3249,play,music
3250,3250,play,music
3251,3251,general,greet
3252,3252,datetime,query
3253,3253,iot,hue_lightoff
3254,3254,iot,hue_lightoff
3255,3255,iot,wemo_off
3256,3256,iot,wemo_off
3257,3257,music,likeness
3258,3258,music,likeness
3259,3259,play,music
3260,3260,play,music
3261,3261,play,music
3262,3262,music,likeness
3263,3263,music,likeness
3264,3264,alarm,query
3265,3265,alarm,query
3266,3266,iot,cleaning
3267,3267,iot,cleaning
3268,3268,iot,cleaning
3269,3269,music,settings
3270,3270,play,music
3271,3271,play,music
3272,3272,play,music
3273,3273,music,query
3274,3274,iot,hue_lightoff
3275,3275,iot,hue_lightoff
3276,3276,iot,hue_lightoff
3277,3277,play,music
3278,3278,play,music
3279,3279,play,music
3280,3280,news,query
3281,3281,news,query
3282,3282,iot,coffee
3283,3283,iot,coffee
3284,3284,iot,coffee
3285,3285,music,query
3286,3286,iot,hue_lightchange
3287,3287,iot,hue_lightchange
3288,3288,iot,hue_lightchange
3289,3289,iot,hue_lightdim
3290,3290,iot,hue_lightdim
3291,3291,news,query
3292,3292,news,query
3293,3293,news,query
3294,3294,alarm,remove
3295,3295,alarm,remove
3296,3296,alarm,remove
3297,3297,takeaway,query
3298,3298,takeaway,query
3299,3299,takeaway,query
3300,3300,news,query
3301,3301,news,query
3302,3302,news,query
3303,3303,play,music
3304,3304,play,music
3305,3305,play,music
3306,3306,qa,stock
3307,3307,qa,stock
3308,3308,qa,stock
3309,3309,weather,query
3310,3310,weather,query
3311,3311,weather,query
3312,3312,play,music
3313,3313,play,music
3314,3314,play,music
3315,3315,music,query
3316,3316,music,query
3317,3317,music,query
3318,3318,iot,hue_lightup
3319,3319,iot,hue_lightup
3320,3320,iot,hue_lightup
3321,3321,weather,query
3322,3322,play,music
3323,3323,play,music
3324,3324,audio,volume_up
3325,3325,play,music
3326,3326,play,music
3327,3327,play,music
3328,3328,takeaway,query
3329,3329,takeaway,query
3330,3330,takeaway,query
3331,3331,takeaway,query
3332,3332,takeaway,query
3333,3333,iot,wemo_off
3334,3334,iot,wemo_on
3335,3335,iot,wemo_on
3336,3336,weather,query
3337,3337,weather,query
3338,3338,weather,query
3339,3339,music,dislikeness
3340,3340,music,likeness
3341,3341,play,music
3342,3342,weather,query
3343,3343,weather,query
3344,3344,weather,query
3345,3345,news,query
3346,3346,news,query
3347,3347,news,query
3348,3348,iot,hue_lightoff
3349,3349,iot,hue_lightoff
3350,3350,iot,hue_lightoff
3351,3351,alarm,remove
3352,3352,alarm,query
3353,3353,alarm,query
3354,3354,takeaway,order
3355,3355,takeaway,order
3356,3356,takeaway,order
3357,3357,iot,hue_lightchange
3358,3358,iot,hue_lightoff
3359,3359,iot,hue_lightoff
3360,3360,news,query
3361,3361,news,query
3362,3362,news,query
3363,3363,news,query
3364,3364,news,query
3365,3365,news,query
3366,3366,news,query
3367,3367,news,query
3368,3368,news,query
3369,3369,alarm,remove
3370,3370,alarm,remove
3371,3371,alarm,remove
3372,3372,general,joke
3373,3373,general,joke
3374,3374,takeaway,order
3375,3375,takeaway,order
3376,3376,takeaway,order
3377,3377,audio,volume_mute
3378,3378,audio,volume_mute
3379,3379,audio,volume_mute
3380,3380,audio,volume_mute
3381,3381,audio,volume_mute
3382,3382,audio,volume_mute
3383,3383,iot,wemo_off
3384,3384,iot,wemo_off
3385,3385,music,query
3386,3386,music,query
3387,3387,takeaway,order
3388,3388,takeaway,order
3389,3389,takeaway,order
3390,3390,iot,hue_lightchange
3391,3391,iot,hue_lightdim
3392,3392,iot,hue_lightchange
3393,3393,play,music
3394,3394,play,music
3395,3395,play,music
3396,3396,datetime,query
3397,3397,datetime,query
3398,3398,datetime,query
3399,3399,iot,hue_lightoff
3400,3400,iot,hue_lightoff
3401,3401,iot,hue_lightoff
3402,3402,weather,query
3403,3403,weather,query
3404,3404,weather,query
3405,3405,iot,hue_lightoff
3406,3406,news,query
3407,3407,news,query
3408,3408,news,query
3409,3409,music,dislikeness
3410,3410,music,likeness
3411,3411,weather,query
3412,3412,weather,query
3413,3413,play,music
3414,3414,play,music
3415,3415,play,music
3416,3416,audio,volume_mute
3417,3417,audio,volume_mute
3418,3418,audio,volume_mute
3419,3419,music,dislikeness
3420,3420,music,likeness
3421,3421,music,dislikeness
3422,3422,play,music
3423,3423,play,music
3424,3424,play,music
3425,3425,datetime,query
3426,3426,datetime,query
3427,3427,datetime,convert
3428,3428,weather,query
3429,3429,weather,query
3430,3430,play,music
3431,3431,play,music
3432,3432,news,query
3433,3433,general,quirky
3434,3434,news,query
3435,3435,weather,query
3436,3436,weather,query
3437,3437,play,music
3438,3438,play,music
3439,3439,play,music
3440,3440,takeaway,order
3441,3441,takeaway,order
3442,3442,takeaway,order
3443,3443,iot,coffee
3444,3444,iot,coffee
3445,3445,iot,coffee
3446,3446,audio,volume_down
3447,3447,audio,volume_up
3448,3448,audio,volume_down
3449,3449,music,dislikeness
3450,3450,music,likeness
3451,3451,music,likeness
3452,3452,play,music
3453,3453,play,music
3454,3454,play,music
3455,3455,alarm,query
3456,3456,alarm,query
3457,3457,alarm,query
3458,3458,alarm,remove
3459,3459,alarm,remove
3460,3460,alarm,remove
3461,3461,iot,hue_lightoff
3462,3462,iot,hue_lightoff
3463,3463,alarm,set
3464,3464,alarm,set
3465,3465,alarm,set
3466,3466,play,music
3467,3467,play,music
3468,3468,play,music
3469,3469,alarm,query
3470,3470,alarm,query
3471,3471,alarm,query
3472,3472,play,music
3473,3473,play,music
3474,3474,play,music
3475,3475,iot,hue_lightoff
3476,3476,iot,hue_lightoff
3477,3477,iot,hue_lightoff
3478,3478,play,music
3479,3479,play,music
3480,3480,play,music
3481,3481,iot,hue_lightdim
3482,3482,iot,hue_lightdim
3483,3483,play,music
3484,3484,play,music
3485,3485,play,music
3486,3486,audio,volume_mute
3487,3487,audio,volume_mute
3488,3488,music,query
3489,3489,music,query
3490,3490,alarm,set
3491,3491,alarm,set
3492,3492,alarm,set
3493,3493,iot,wemo_off
3494,3494,iot,wemo_off
3495,3495,iot,wemo_on
3496,3496,general,joke
3497,3497,general,joke
3498,3498,datetime,query
3499,3499,datetime,query
3500,3500,datetime,query
3501,3501,news,query
3502,3502,news,query
3503,3503,news,query
3504,3504,play,music
3505,3505,play,music
3506,3506,play,music
3507,3507,music,dislikeness
3508,3508,music,likeness
3509,3509,music,likeness
3510,3510,iot,hue_lightup
3511,3511,iot,hue_lightup
3512,3512,play,music
3513,3513,play,music
3514,3514,play,music
3515,3515,iot,coffee
3516,3516,iot,coffee
3517,3517,iot,coffee
3518,3518,news,query
3519,3519,news,query
3520,3520,calendar,set
3521,3521,music,likeness
3522,3522,music,likeness
3523,3523,music,likeness
3524,3524,play,music
3525,3525,play,music
3526,3526,play,music
3527,3527,news,query
3528,3528,news,query
3529,3529,news,query
3530,3530,alarm,set
3531,3531,calendar,set
3532,3532,alarm,set
3533,3533,news,query
3534,3534,news,query
3535,3535,news,query
3536,3536,alarm,set
3537,3537,alarm,set
3538,3538,play,music
3539,3539,play,music
3540,3540,play,music
3541,3541,iot,hue_lightdim
3542,3542,iot,hue_lightdim
3543,3543,play,music
3544,3544,play,music
3545,3545,play,music
3546,3546,datetime,query
3547,3547,datetime,query
3548,3548,datetime,query
3549,3549,iot,coffee
3550,3550,iot,coffee
3551,3551,iot,coffee
3552,3552,play,music
3553,3553,play,music
3554,3554,play,music
3555,3555,iot,hue_lightdim
3556,3556,iot,hue_lightdim
3557,3557,iot,hue_lightoff
3558,3558,iot,hue_lightoff
3559,3559,iot,hue_lightchange
3560,3560,alarm,set
3561,3561,alarm,set
3562,3562,alarm,set
3563,3563,weather,query
3564,3564,weather,query
3565,3565,weather,query
3566,3566,alarm,remove
3567,3567,alarm,remove
3568,3568,alarm,remove
3569,3569,takeaway,query
3570,3570,takeaway,order
3571,3571,takeaway,order
3572,3572,weather,query
3573,3573,weather,query
3574,3574,weather,query
3575,3575,datetime,query
3576,3576,datetime,query
3577,3577,datetime,query
3578,3578,general,quirky
3579,3579,news,query
3580,3580,news,query
3581,3581,datetime,query
3582,3582,datetime,query
3583,3583,datetime,query
3584,3584,play,music
3585,3585,play,music
3586,3586,general,joke
3587,3587,weather,query
3588,3588,music,likeness
3589,3589,music,likeness
3590,3590,music,likeness
3591,3591,news,query
3592,3592,news,query
3593,3593,news,query
3594,3594,alarm,remove
3595,3595,alarm,remove
3596,3596,alarm,remove
3597,3597,takeaway,query
3598,3598,takeaway,query
3599,3599,takeaway,query
3600,3600,iot,hue_lightdim
3601,3601,iot,hue_lightdim
3602,3602,iot,hue_lightdim
3603,3603,iot,hue_lightdim
3604,3604,iot,hue_lightdim
3605,3605,weather,query
3606,3606,weather,query
3607,3607,weather,query
3608,3608,datetime,query
3609,3609,datetime,query
3610,3610,datetime,query
3611,3611,takeaway,order
3612,3612,takeaway,order
3613,3613,datetime,convert
3614,3614,datetime,convert
3615,3615,datetime,convert
3616,3616,takeaway,query
3617,3617,takeaway,query
3618,3618,takeaway,query
3619,3619,iot,wemo_off
3620,3620,iot,wemo_off
3621,3621,iot,wemo_off
3622,3622,iot,cleaning
3623,3623,iot,cleaning
3624,3624,iot,cleaning
3625,3625,datetime,query
3626,3626,datetime,query
3627,3627,weather,query
3628,3628,weather,query
3629,3629,weather,query
3630,3630,play,music
3631,3631,play,music
3632,3632,play,music
3633,3633,weather,query
3634,3634,weather,query
3635,3635,weather,query
3636,3636,alarm,set
3637,3637,alarm,set
3638,3638,alarm,set
3639,3639,music,query
3640,3640,music,query
3641,3641,music,query
3642,3642,news,query
3643,3643,news,query
3644,3644,news,query
3645,3645,iot,coffee
3646,3646,iot,coffee
3647,3647,iot,coffee
3648,3648,iot,wemo_off
3649,3649,iot,wemo_on
3650,3650,iot,wemo_off
3651,3651,news,query
3652,3652,news,query
3653,3653,news,query
3654,3654,general,joke
3655,3655,news,query
3656,3656,news,query
3657,3657,news,query
3658,3658,iot,cleaning
3659,3659,iot,cleaning
3660,3660,datetime,query
3661,3661,datetime,query
3662,3662,datetime,query
3663,3663,weather,query
3664,3664,weather,query
3665,3665,weather,query
3666,3666,iot,hue_lightoff
3667,3667,iot,hue_lightoff
3668,3668,iot,hue_lightoff
3669,3669,alarm,query
3670,3670,alarm,query
3671,3671,datetime,query
3672,3672,datetime,query
3673,3673,datetime,convert
3674,3674,news,query
3675,3675,news,query
3676,3676,news,query
3677,3677,audio,volume_up
3678,3678,audio,volume_up
3679,3679,play,music
3680,3680,play,music
3681,3681,news,query
3682,3682,weather,query
3683,3683,weather,query
3684,3684,music,likeness
3685,3685,music,likeness
3686,3686,music,query
3687,3687,datetime,query
3688,3688,news,query
3689,3689,news,query
3690,3690,news,query
3691,3691,datetime,query
3692,3692,datetime,query
3693,3693,general,joke
3694,3694,general,joke
3695,3695,news,query
3696,3696,news,query
3697,3697,news,query
3698,3698,music,query
3699,3699,music,query
3700,3700,music,query
3701,3701,datetime,query
3702,3702,datetime,convert
3703,3703,datetime,convert
3704,3704,iot,hue_lightchange
3705,3705,iot,hue_lightdim
3706,3706,iot,hue_lightoff
3707,3707,weather,query
3708,3708,iot,cleaning
3709,3709,iot,cleaning
3710,3710,takeaway,order
3711,3711,takeaway,order
3712,3712,alarm,set
3713,3713,alarm,set
3714,3714,iot,hue_lightchange
3715,3715,iot,hue_lightoff
3716,3716,iot,hue_lightchange
3717,3717,weather,query
3718,3718,weather,query
3719,3719,weather,query
3720,3720,music,likeness
3721,3721,music,dislikeness
3722,3722,music,likeness
3723,3723,iot,wemo_off
3724,3724,iot,wemo_on
3725,3725,iot,wemo_off
3726,3726,music,query
3727,3727,alarm,set
3728,3728,alarm,set
3729,3729,alarm,set
3730,3730,play,music
3731,3731,play,music
3732,3732,play,music
3733,3733,weather,query
3734,3734,weather,query
3735,3735,datetime,query
3736,3736,audio,volume_other
3737,3737,music,query
3738,3738,music,settings
3739,3739,weather,query
3740,3740,weather,query
3741,3741,weather,query
3742,3742,news,query
3743,3743,news,query
3744,3744,news,query
3745,3745,takeaway,query
3746,3746,takeaway,query
3747,3747,takeaway,query
3748,3748,iot,cleaning
3749,3749,iot,cleaning
3750,3750,iot,cleaning
3751,3751,weather,query
3752,3752,weather,query
3753,3753,iot,coffee
3754,3754,iot,coffee
3755,3755,iot,coffee
3756,3756,music,query
3757,3757,music,query
3758,3758,music,query
3759,3759,calendar,query
3760,3760,iot,coffee
3761,3761,iot,coffee
3762,3762,iot,coffee
3763,3763,weather,query
3764,3764,weather,query
3765,3765,iot,hue_lightup
3766,3766,iot,hue_lighton
3767,3767,iot,hue_lightup
3768,3768,iot,cleaning
3769,3769,iot,cleaning
3770,3770,iot,cleaning
3771,3771,datetime,query
3772,3772,play,music
3773,3773,play,music
3774,3774,play,music
3775,3775,alarm,remove
3776,3776,alarm,set
3777,3777,iot,hue_lightup
3778,3778,iot,hue_lightup
3779,3779,play,music
3780,3780,play,music
3781,3781,play,music
3782,3782,datetime,query
3783,3783,datetime,query
3784,3784,datetime,query
3785,3785,datetime,query
3786,3786,alarm,set
3787,3787,weather,query
3788,3788,weather,query
3789,3789,weather,query
3790,3790,iot,hue_lightchange
3791,3791,iot,hue_lightchange
3792,3792,news,query
3793,3793,news,query
3794,3794,news,query
3795,3795,audio,volume_mute
3796,3796,audio,volume_mute
3797,3797,audio,volume_mute
3798,3798,takeaway,query
3799,3799,takeaway,query
3800,3800,takeaway,query
3801,3801,audio,volume_mute
3802,3802,audio,volume_mute
3803,3803,audio,volume_mute
3804,3804,alarm,set
3805,3805,alarm,set
3806,3806,alarm,set
3807,3807,iot,wemo_on
3808,3808,iot,hue_lighton
3809,3809,alarm,remove
3810,3810,audio,volume_up
3811,3811,audio,volume_up
3812,3812,datetime,query
3813,3813,datetime,convert
3814,3814,datetime,convert
3815,3815,news,query
3816,3816,news,query
3817,3817,news,query
3818,3818,music,settings
3819,3819,music,settings
3820,3820,audio,volume_down
3821,3821,alarm,set
3822,3822,alarm,set
3823,3823,alarm,set
3824,3824,play,music
3825,3825,play,music
3826,3826,play,music
3827,3827,play,music
3828,3828,play,music
3829,3829,weather,query
3830,3830,weather,query
3831,3831,weather,query
3832,3832,general,quirky
3833,3833,audio,volume_up
3834,3834,audio,volume_down
3835,3835,audio,volume_mute
3836,3836,play,music
3837,3837,play,music
3838,3838,play,music
3839,3839,play,music
3840,3840,play,music
3841,3841,play,music
3842,3842,iot,coffee
3843,3843,iot,coffee
3844,3844,iot,coffee
3845,3845,play,music
3846,3846,play,music
3847,3847,alarm,set
3848,3848,alarm,set
3849,3849,iot,hue_lightoff
3850,3850,iot,hue_lightoff
3851,3851,iot,hue_lightup
3852,3852,iot,hue_lightoff
3853,3853,weather,query
3854,3854,weather,query
3855,3855,weather,query
3856,3856,weather,query
3857,3857,weather,query
3858,3858,iot,cleaning
3859,3859,iot,cleaning
3860,3860,iot,hue_lightoff
3861,3861,iot,hue_lightoff
3862,3862,general,quirky
3863,3863,play,music
3864,3864,play,music
3865,3865,play,music
3866,3866,weather,query
3867,3867,weather,query
3868,3868,news,query
3869,3869,news,query
3870,3870,news,query
3871,3871,iot,hue_lightup
3872,3872,iot,hue_lightup
3873,3873,iot,hue_lightup
3874,3874,iot,hue_lightoff
3875,3875,iot,hue_lighton
3876,3876,iot,hue_lightoff
3877,3877,play,music
3878,3878,play,music
3879,3879,play,music
3880,3880,takeaway,order
3881,3881,takeaway,order
3882,3882,takeaway,order
3883,3883,play,music
3884,3884,play,music
3885,3885,play,music
3886,3886,datetime,convert
3887,3887,datetime,convert
3888,3888,datetime,convert
3889,3889,general,joke
3890,3890,general,joke
3891,3891,weather,query
3892,3892,alarm,remove
3893,3893,alarm,remove
3894,3894,alarm,remove
3895,3895,iot,hue_lightdim
3896,3896,play,music
3897,3897,play,music
3898,3898,play,music
3899,3899,iot,hue_lightchange
3900,3900,iot,hue_lightchange
3901,3901,iot,hue_lightchange
3902,3902,play,music
3903,3903,play,music
3904,3904,play,music
3905,3905,weather,query
3906,3906,weather,query
3907,3907,play,music
3908,3908,play,music
3909,3909,play,music
3910,3910,play,music
3911,3911,play,music
3912,3912,play,music
3913,3913,weather,query
3914,3914,weather,query
3915,3915,play,music
3916,3916,play,music
3917,3917,play,music
3918,3918,audio,volume_down
3919,3919,audio,volume_up
3920,3920,play,music
3921,3921,iot,coffee
3922,3922,iot,coffee
3923,3923,iot,coffee
3924,3924,news,query
3925,3925,news,query
3926,3926,news,query
3927,3927,datetime,query
3928,3928,datetime,query
3929,3929,datetime,query
3930,3930,iot,coffee
3931,3931,iot,coffee
3932,3932,iot,coffee
3933,3933,iot,hue_lightoff
3934,3934,iot,hue_lightoff
3935,3935,iot,hue_lightoff
3936,3936,music,dislikeness
3937,3937,music,dislikeness
3938,3938,music,likeness
3939,3939,news,query
3940,3940,news,query
3941,3941,news,query
3942,3942,audio,volume_mute
3943,3943,audio,volume_mute
3944,3944,audio,volume_mute
3945,3945,audio,volume_mute
3946,3946,audio,volume_mute
3947,3947,audio,volume_mute
3948,3948,alarm,query
3949,3949,weather,query
3950,3950,weather,query
3951,3951,weather,query
3952,3952,weather,query
3953,3953,weather,query
3954,3954,audio,volume_up
3955,3955,audio,volume_up
3956,3956,iot,hue_lightoff
3957,3957,iot,hue_lightoff
3958,3958,iot,hue_lightup
3959,3959,general,greet
3960,3960,iot,hue_lightoff
3961,3961,iot,hue_lightoff
3962,3962,general,quirky
3963,3963,alarm,set
3964,3964,calendar,set
3965,3965,calendar,set
3966,3966,news,query
3967,3967,qa,stock
3968,3968,news,query
3969,3969,news,query
3970,3970,news,query
3971,3971,news,query
3972,3972,datetime,query
3973,3973,datetime,query
3974,3974,datetime,query
3975,3975,iot,coffee
3976,3976,iot,coffee
3977,3977,iot,coffee
3978,3978,takeaway,query
3979,3979,takeaway,query
3980,3980,takeaway,query
3981,3981,weather,query
3982,3982,weather,query
3983,3983,weather,query
3984,3984,weather,query
3985,3985,weather,query
3986,3986,weather,query
3987,3987,takeaway,order
3988,3988,takeaway,query
3989,3989,takeaway,query
3990,3990,weather,query
3991,3991,weather,query
3992,3992,weather,query
3993,3993,news,query
3994,3994,news,query
3995,3995,news,query
3996,3996,news,query
3997,3997,news,query
3998,3998,news,query
3999,3999,iot,coffee
4000,4000,iot,coffee
4001,4001,play,music
4002,4002,play,music
4003,4003,play,music
4004,4004,play,music
4005,4005,play,music
4006,4006,play,music
4007,4007,news,query
4008,4008,news,query
4009,4009,news,query
4010,4010,datetime,query
